comment,cleaning,case_folding,normalisasi,tokenize,stopword removal,steming_data
"Narasumber nya ini SDH di suap oleh worldcoin sehingga ngomong nya tidak apa apa di scan retina mata, dasar orang bayaran",Narasumber nya ini SDH di suap oleh worldcoin sehingga ngomong nya tidak apa apa di scan retina mata dasar orang bayaran,narasumber nya ini sdh di suap oleh worldcoin sehingga ngomong nya tidak apa apa di scan retina mata dasar orang bayaran,narasumber ya ini sudah di suap oleh worldcoin sehingga mengomong ya tidak apa apa di scan retina mata dasar orang bayaran,"['narasumber', 'ya', 'ini', 'sudah', 'di', 'suap', 'oleh', 'worldcoin', 'sehingga', 'mengomong', 'ya', 'tidak', 'apa', 'apa', 'di', 'scan', 'retina', 'mata', 'dasar', 'orang', 'bayaran']","['narasumber', 'ya', 'suap', 'worldcoin', 'mengomong', 'ya', 'scan', 'retina', 'mata', 'dasar', 'orang', 'bayaran']",narasumber ya suap worldcoin omong ya scan retina mata dasar orang bayar
"800k @org, kalau semua penduduk indo yg 280jt jiwa ikut andil, auto bisa bayar utang jokowi",k  kalau semua penduduk indo yg jt jiwa ikut andil auto bisa bayar utang jokowi,k  kalau semua penduduk indo yg jt jiwa ikut andil auto bisa bayar utang jokowi,ke kalau semua penduduk indonesia yang juta jiwa ikut andil auto bisa bayar utang jokowi,"['ke', 'kalau', 'semua', 'penduduk', 'indonesia', 'yang', 'juta', 'jiwa', 'ikut', 'andil', 'auto', 'bisa', 'bayar', 'utang', 'jokowi']","['penduduk', 'indonesia', 'juta', 'jiwa', 'andil', 'auto', 'bayar', 'utang', 'jokowi']",duduk indonesia juta jiwa andil auto bayar utang jokowi
https://youtu.be/RgUdZsq8jno?si=C793eiYaEYfirjME,,,,[],[],
"Yah gimana ya,,, data masyarakat aja ada yg bocor ga dibayar itu... Mending data bocor tp dpt duit...
Mungkin gitu pikirnya...","Yah gimana ya data masyarakat aja ada yg bocor ga dibayar itu Mending data bocor tp dpt duit
Mungkin gitu pikirnya","yah gimana ya data masyarakat aja ada yg bocor ga dibayar itu mending data bocor tp dpt duit
mungkin gitu pikirnya",ya bagaimana ya data masyarakat saja ada yang bocor tidak dibayar itu mending data bocor tapi dapat duit mungkin begitu pikirnya,"['ya', 'bagaimana', 'ya', 'data', 'masyarakat', 'saja', 'ada', 'yang', 'bocor', 'tidak', 'dibayar', 'itu', 'mending', 'data', 'bocor', 'tapi', 'dapat', 'duit', 'mungkin', 'begitu', 'pikirnya']","['ya', 'ya', 'data', 'masyarakat', 'bocor', 'dibayar', 'mending', 'data', 'bocor', 'duit', 'pikirnya']",ya ya data masyarakat bocor bayar mending data bocor duit pikir
Pemerintahan sudah GAGAL,Pemerintahan sudah GAGAL,pemerintahan sudah gagal,pemerintahan sudah gagal,"['pemerintahan', 'sudah', 'gagal']","['pemerintahan', 'gagal']",perintah gagal
"Data kemiskinan world bank tepat, yang tipu tipu data bps",Data kemiskinan world bank tepat yang tipu tipu data bps,data kemiskinan world bank tepat yang tipu tipu data bps,data kemiskinan world bank tepat yang tipu tipu data bps,"['data', 'kemiskinan', 'world', 'bank', 'tepat', 'yang', 'tipu', 'tipu', 'data', 'bps']","['data', 'kemiskinan', 'world', 'bank', 'tipu', 'tipu', 'data', 'bps']",data miskin world bank tipu tipu data bps
Demi rupiah jual diri jg ada pak,Demi rupiah jual diri jg ada pak,demi rupiah jual diri jg ada pak,demi rupiah jual diri juga ada pak,"['demi', 'rupiah', 'jual', 'diri', 'juga', 'ada', 'pak']","['rupiah', 'jual']",rupiah jual
Mau mau aja setahun kemudian tanah hilang dan rumah karena data di jual belikan 😂,Mau mau aja setahun kemudian tanah hilang dan rumah karena data di jual belikan ,mau mau aja setahun kemudian tanah hilang dan rumah karena data di jual belikan ,mau mau saja setahun kemudian tanah hilang dan rumah karena data di jual belikan,"['mau', 'mau', 'saja', 'setahun', 'kemudian', 'tanah', 'hilang', 'dan', 'rumah', 'karena', 'data', 'di', 'jual', 'belikan']","['setahun', 'tanah', 'hilang', 'rumah', 'data', 'jual', 'belikan']",tahun tanah hilang rumah data jual belikan
Hati² disalah gunakan US utk bikin robot yg bisa memalsukan retina😂😂,Hati disalah gunakan US utk bikin robot yg bisa memalsukan retina,hati disalah gunakan us utk bikin robot yg bisa memalsukan retina,hati disalah gunakan us untuk bikin robot yang bisa memalsukan retina,"['hati', 'disalah', 'gunakan', 'us', 'untuk', 'bikin', 'robot', 'yang', 'bisa', 'memalsukan', 'retina']","['hati', 'disalah', 'us', 'bikin', 'robot', 'memalsukan', 'retina']",hati salah us bikin robot palsu retina
Tandanya rakyat miskin....karena terdesak ekonomi,Tandanya rakyat miskinkarena terdesak ekonomi,tandanya rakyat miskinkarena terdesak ekonomi,tandanya rakyat miskinkarena terdesak ekonomi,"['tandanya', 'rakyat', 'miskinkarena', 'terdesak', 'ekonomi']","['tandanya', 'rakyat', 'miskinkarena', 'terdesak', 'ekonomi']",tanda rakyat miskinkarena desak ekonomi
"Memang rakyat banyak yg miskin, itulah tandanya negara gagal",Memang rakyat banyak yg miskin itulah tandanya negara gagal,memang rakyat banyak yg miskin itulah tandanya negara gagal,memang rakyat banyak yang miskin itulah tandanya negara gagal,"['memang', 'rakyat', 'banyak', 'yang', 'miskin', 'itulah', 'tandanya', 'negara', 'gagal']","['rakyat', 'miskin', 'tandanya', 'negara', 'gagal']",rakyat miskin tanda negara gagal
"Jgnkan retina, ginjal aja kalau dapet duit mau kok dijual",Jgnkan retina ginjal aja kalau dapet duit mau kok dijual,jgnkan retina ginjal aja kalau dapet duit mau kok dijual,jgnkan retina ginjal saja kalau dapat duit mau kok dijual,"['jgnkan', 'retina', 'ginjal', 'saja', 'kalau', 'dapat', 'duit', 'mau', 'kok', 'dijual']","['jgnkan', 'retina', 'ginjal', 'duit', 'dijual']",jgnkan retina ginjal duit jual
"setelah itu data retinanya dijual ke pemerintah indonesia...😂😂😂...walau sudah dijual ke pemerintah indo, mereka masih punya copynya...bisa digunakan untuk alat untuk mengancam pemerintah indonesia oleh negara lain jika indonesia tidak nurut.

kalau gk dibeli pemerintah indonesia bakalan dijual ke negara lain...dan bakalan jadi alat untuk log in akun atau pinjaman...coba bayangkan itu bocor...data retina kamu bakal digunakan untuk buat akun, akunnya digunakan untuk spam, pinjol, fishing,dll , sehingga si pelaku tidak terlacak.

dan faktanya crypto currency itu mayoritas digunakan di dunia kejahatan digital untuk jual beli akun.","setelah itu data retinanya dijual ke pemerintah indonesiawalau sudah dijual ke pemerintah indo mereka masih punya copynyabisa digunakan untuk alat untuk mengancam pemerintah indonesia oleh negara lain jika indonesia tidak nurut

kalau gk dibeli pemerintah indonesia bakalan dijual ke negara laindan bakalan jadi alat untuk log in akun atau pinjamancoba bayangkan itu bocordata retina kamu bakal digunakan untuk buat akun akunnya digunakan untuk spam pinjol fishingdll  sehingga si pelaku tidak terlacak

dan faktanya crypto currency itu mayoritas digunakan di dunia kejahatan digital untuk jual beli akun","setelah itu data retinanya dijual ke pemerintah indonesiawalau sudah dijual ke pemerintah indo mereka masih punya copynyabisa digunakan untuk alat untuk mengancam pemerintah indonesia oleh negara lain jika indonesia tidak nurut

kalau gk dibeli pemerintah indonesia bakalan dijual ke negara laindan bakalan jadi alat untuk log in akun atau pinjamancoba bayangkan itu bocordata retina kamu bakal digunakan untuk buat akun akunnya digunakan untuk spam pinjol fishingdll  sehingga si pelaku tidak terlacak

dan faktanya crypto currency itu mayoritas digunakan di dunia kejahatan digital untuk jual beli akun",setelah itu data retinanya dijual ke pemerintah indonesiawalau sudah dijual ke pemerintah indonesia mereka masih punya copynyabisa digunakan untuk alat untuk mengancam pemerintah indonesia oleh negara lain jika indonesia tidak nurut kalau tidak dibeli pemerintah indonesia bakalan dijual ke negara laindan bakalan jadi alat untuk log ini akun atau pinjamancoba bayangkan itu bocordata retina kamu bakal digunakan untuk buat akun akunnya digunakan untuk spam pinjol fishingdll sehingga sih pelaku tidak terlacak dan faktanya crypto currency itu mayoritas digunakan di dunia kejahatan digital untuk jual beli akun,"['setelah', 'itu', 'data', 'retinanya', 'dijual', 'ke', 'pemerintah', 'indonesiawalau', 'sudah', 'dijual', 'ke', 'pemerintah', 'indonesia', 'mereka', 'masih', 'punya', 'copynyabisa', 'digunakan', 'untuk', 'alat', 'untuk', 'mengancam', 'pemerintah', 'indonesia', 'oleh', 'negara', 'lain', 'jika', 'indonesia', 'tidak', 'nurut', 'kalau', 'tidak', 'dibeli', 'pemerintah', 'indonesia', 'bakalan', 'dijual', 'ke', 'negara', 'laindan', 'bakalan', 'jadi', 'alat', 'untuk', 'log', 'ini', 'akun', 'atau', 'pinjamancoba', 'bayangkan', 'itu', 'bocordata', 'retina', 'kamu', 'bakal', 'digunakan', 'untuk', 'buat', 'akun', 'akunnya', 'digunakan', 'untuk', 'spam', 'pinjol', 'fishingdll', 'sehingga', 'sih', 'pelaku', 'tidak', 'terlacak', 'dan', 'faktanya', 'crypto', 'currency', 'itu', 'mayoritas', 'digunakan', 'di', 'dunia', 'kejahatan', 'digital', 'untuk', 'jual', 'beli', 'akun']","['data', 'retinanya', 'dijual', 'pemerintah', 'indonesiawalau', 'dijual', 'pemerintah', 'indonesia', 'copynyabisa', 'alat', 'mengancam', 'pemerintah', 'indonesia', 'negara', 'indonesia', 'nurut', 'dibeli', 'pemerintah', 'indonesia', 'dijual', 'negara', 'laindan', 'alat', 'log', 'akun', 'pinjamancoba', 'bayangkan', 'bocordata', 'retina', 'akun', 'akunnya', 'spam', 'pinjol', 'fishingdll', 'sih', 'pelaku', 'terlacak', 'faktanya', 'crypto', 'currency', 'mayoritas', 'dunia', 'kejahatan', 'digital', 'jual', 'beli', 'akun']",data retina jual perintah indonesiawalau jual perintah indonesia copynyabisa alat ancam perintah indonesia negara indonesia nurut beli perintah indonesia jual negara laindan alat log akun pinjamancoba bayang bocordata retina akun akun spam pinjol fishingdll sih laku lacak fakta crypto currency mayoritas dunia jahat digital jual beli akun
Di luar negeri pemerintah nya melarang eeh sih pakar konoha ' itu aman ' kok 😂,Di luar negeri pemerintah nya melarang eeh sih pakar konoha  itu aman  kok ,di luar negeri pemerintah nya melarang eeh sih pakar konoha  itu aman  kok ,di luar negeri pemerintah ya melarang eeh sih pakar konoha itu aman kok,"['di', 'luar', 'negeri', 'pemerintah', 'ya', 'melarang', 'eeh', 'sih', 'pakar', 'konoha', 'itu', 'aman', 'kok']","['negeri', 'pemerintah', 'ya', 'melarang', 'eeh', 'sih', 'pakar', 'konoha', 'aman']",negeri perintah ya larang eeh sih pakar konoha aman
"Ini menunjukan betapa gagal nya pemerintah untuk sejahterkan rakyat😂😂
Kemiskinan untuk rakyat begitu bnyk,
Tpi pemerintah seolah menutup mata,","Ini menunjukan betapa gagal nya pemerintah untuk sejahterkan rakyat
Kemiskinan untuk rakyat begitu bnyk
Tpi pemerintah seolah menutup mata","ini menunjukan betapa gagal nya pemerintah untuk sejahterkan rakyat
kemiskinan untuk rakyat begitu bnyk
tpi pemerintah seolah menutup mata",ini menunjukan betapa gagal ya pemerintah untuk sejahterkan rakyat kemiskinan untuk rakyat begitu banyak tapi pemerintah seolah menutup mata,"['ini', 'menunjukan', 'betapa', 'gagal', 'ya', 'pemerintah', 'untuk', 'sejahterkan', 'rakyat', 'kemiskinan', 'untuk', 'rakyat', 'begitu', 'banyak', 'tapi', 'pemerintah', 'seolah', 'menutup', 'mata']","['menunjukan', 'betapa', 'gagal', 'ya', 'pemerintah', 'sejahterkan', 'rakyat', 'kemiskinan', 'rakyat', 'pemerintah', 'menutup', 'mata']",tunjuk betapa gagal ya perintah sejahterkan rakyat miskin rakyat perintah tutup mata
Gara-gara. Mulyono🙈,Garagara Mulyono,garagara mulyono,garagara mulyono,"['garagara', 'mulyono']","['garagara', 'mulyono']",garagara mulyono
Udah macem airdrop 😅,Udah macem airdrop ,udah macem airdrop ,sudah macam airdrop,"['sudah', 'macam', 'airdrop']",['airdrop'],airdrop
Hati2 ya modus gaya baru ini,Hati ya modus gaya baru ini,hati ya modus gaya baru ini,hati ya modus gaya baru ini,"['hati', 'ya', 'modus', 'gaya', 'baru', 'ini']","['hati', 'ya', 'modus', 'gaya']",hati ya modus gaya
"kalau di saudi arap sana,, pemuda2 nya ga usah kerja pun sudah digaji jutaan oleh pemerintahnya,,,, terima  kasih buat manusia2 yg sudah muter2 disana.....",kalau di saudi arap sana pemuda nya ga usah kerja pun sudah digaji jutaan oleh pemerintahnya terima  kasih buat manusia yg sudah muter disana,kalau di saudi arap sana pemuda nya ga usah kerja pun sudah digaji jutaan oleh pemerintahnya terima  kasih buat manusia yg sudah muter disana,kalau di saudi arap sana pemuda ya tidak usah kerja pun sudah digaji jutaan oleh pemerintahnya terima kasih buat manusia yang sudah muter disana,"['kalau', 'di', 'saudi', 'arap', 'sana', 'pemuda', 'ya', 'tidak', 'usah', 'kerja', 'pun', 'sudah', 'digaji', 'jutaan', 'oleh', 'pemerintahnya', 'terima', 'kasih', 'buat', 'manusia', 'yang', 'sudah', 'muter', 'disana']","['saudi', 'arap', 'pemuda', 'ya', 'kerja', 'digaji', 'jutaan', 'pemerintahnya', 'terima', 'kasih', 'manusia', 'muter', 'disana']",saudi arap pemuda ya kerja gaji juta perintah terima kasih manusia muter sana
"Yaa begini lah kalo pemerintahan yg pejabatnya sibuk dengan kepentingan diri sendiri & ga punya rasa nasionalisme, ga peduli dgn kondisi perekonomian rakyatnya sehingga mudah masuk jebakan dgn iming"" uang.
Padahal scan retina itu berbahaya & dampaknya bisa menghancurkan negara ini apabila disalahgunakan oleh pihak"" yg berkepentingan.","Yaa begini lah kalo pemerintahan yg pejabatnya sibuk dengan kepentingan diri sendiri  ga punya rasa nasionalisme ga peduli dgn kondisi perekonomian rakyatnya sehingga mudah masuk jebakan dgn iming uang
Padahal scan retina itu berbahaya  dampaknya bisa menghancurkan negara ini apabila disalahgunakan oleh pihak yg berkepentingan","yaa begini lah kalo pemerintahan yg pejabatnya sibuk dengan kepentingan diri sendiri  ga punya rasa nasionalisme ga peduli dgn kondisi perekonomian rakyatnya sehingga mudah masuk jebakan dgn iming uang
padahal scan retina itu berbahaya  dampaknya bisa menghancurkan negara ini apabila disalahgunakan oleh pihak yg berkepentingan",ya begini lah kalau pemerintahan yang pejabatnya sibuk dengan kepentingan diri sendiri tidak punya rasa nasionalisme tidak peduli dengan kondisi perekonomian rakyatnya sehingga mudah masuk jebakan dengan iming uang padahal scan retina itu berbahaya dampaknya bisa menghancurkan negara ini apabila disalahgunakan oleh pihak yang berkepentingan,"['ya', 'begini', 'lah', 'kalau', 'pemerintahan', 'yang', 'pejabatnya', 'sibuk', 'dengan', 'kepentingan', 'diri', 'sendiri', 'tidak', 'punya', 'rasa', 'nasionalisme', 'tidak', 'peduli', 'dengan', 'kondisi', 'perekonomian', 'rakyatnya', 'sehingga', 'mudah', 'masuk', 'jebakan', 'dengan', 'iming', 'uang', 'padahal', 'scan', 'retina', 'itu', 'berbahaya', 'dampaknya', 'bisa', 'menghancurkan', 'negara', 'ini', 'apabila', 'disalahgunakan', 'oleh', 'pihak', 'yang', 'berkepentingan']","['ya', 'pemerintahan', 'pejabatnya', 'sibuk', 'kepentingan', 'nasionalisme', 'peduli', 'kondisi', 'perekonomian', 'rakyatnya', 'mudah', 'masuk', 'jebakan', 'iming', 'uang', 'scan', 'retina', 'berbahaya', 'dampaknya', 'menghancurkan', 'negara', 'disalahgunakan', 'berkepentingan']",ya perintah jabat sibuk penting nasionalisme peduli kondisi ekonomi rakyat mudah masuk jebak iming uang scan retina bahaya dampak hancur negara disalahgunakan penting
"SALAH SATU BUKTI INDONESIA GELAP , Masyarakat Rela Jual Data Demi Duit .. Karena Pemerintah nya Sibuk Gede Gedean Korupsi .",SALAH SATU BUKTI INDONESIA GELAP  Masyarakat Rela Jual Data Demi Duit  Karena Pemerintah nya Sibuk Gede Gedean Korupsi ,salah satu bukti indonesia gelap  masyarakat rela jual data demi duit  karena pemerintah nya sibuk gede gedean korupsi ,salah satu bukti indonesia gelap masyarakat rela jual data demi duit karena pemerintah ya sibuk gede gedean korupsi,"['salah', 'satu', 'bukti', 'indonesia', 'gelap', 'masyarakat', 'rela', 'jual', 'data', 'demi', 'duit', 'karena', 'pemerintah', 'ya', 'sibuk', 'gede', 'gedean', 'korupsi']","['salah', 'bukti', 'indonesia', 'gelap', 'masyarakat', 'rela', 'jual', 'data', 'duit', 'pemerintah', 'ya', 'sibuk', 'gede', 'gedean', 'korupsi']",salah bukti indonesia gelap masyarakat rela jual data duit perintah ya sibuk gede gede korupsi
"Ya ini bagus, tak ada yg kaya kl ga ada mereka2 itu 🤭🤭",Ya ini bagus tak ada yg kaya kl ga ada mereka itu ,ya ini bagus tak ada yg kaya kl ga ada mereka itu ,ya ini bagus tak ada yang kayak kalau tidak ada mereka itu,"['ya', 'ini', 'bagus', 'tak', 'ada', 'yang', 'kayak', 'kalau', 'tidak', 'ada', 'mereka', 'itu']","['ya', 'bagus', 'kayak']",ya bagus kayak
"Sangat berbahaya, di satu pihak(Worldid) memberikan sejumlah uang hanya untuk mendapatkan data retina user, patut dicurigai apa manfaatnya bagi worldid.
di pihak user, hanya ingin mendapatkan uang tanpa bekerja, yaitu dengan menjual data retina, tapi kenapa sampai rela mejual data retina( sungguh bodoh)
DATA RETINA YANG KITA MILIKI SANGATLAH PENTING DI MASA DEPAN UNTUK MENJAGA SEMUA DATA PROFIL PRIBADI KITA SENDIRI ( UNTUK ITU MARI KITA JAGA DARI SEKARANG )","Sangat berbahaya di satu pihakWorldid memberikan sejumlah uang hanya untuk mendapatkan data retina user patut dicurigai apa manfaatnya bagi worldid
di pihak user hanya ingin mendapatkan uang tanpa bekerja yaitu dengan menjual data retina tapi kenapa sampai rela mejual data retina sungguh bodoh
DATA RETINA YANG KITA MILIKI SANGATLAH PENTING DI MASA DEPAN UNTUK MENJAGA SEMUA DATA PROFIL PRIBADI KITA SENDIRI  UNTUK ITU MARI KITA JAGA DARI SEKARANG ","sangat berbahaya di satu pihakworldid memberikan sejumlah uang hanya untuk mendapatkan data retina user patut dicurigai apa manfaatnya bagi worldid
di pihak user hanya ingin mendapatkan uang tanpa bekerja yaitu dengan menjual data retina tapi kenapa sampai rela mejual data retina sungguh bodoh
data retina yang kita miliki sangatlah penting di masa depan untuk menjaga semua data profil pribadi kita sendiri  untuk itu mari kita jaga dari sekarang ",sangat berbahaya di satu pihakworldid memberikan sejumlah uang hanya untuk mendapatkan data retina user patut dicurigai apa manfaatnya bagi worldid di pihak user hanya ingin mendapatkan uang tanpa bekerja yaitu dengan menjual data retina tapi kenapa sampai rela mejual data retina sungguh bodoh data retina yang kita miliki sangatlah penting di masa depan untuk menjaga semua data profil pribadi kita sendiri untuk itu mari kita jaga dari sekarang,"['sangat', 'berbahaya', 'di', 'satu', 'pihakworldid', 'memberikan', 'sejumlah', 'uang', 'hanya', 'untuk', 'mendapatkan', 'data', 'retina', 'user', 'patut', 'dicurigai', 'apa', 'manfaatnya', 'bagi', 'worldid', 'di', 'pihak', 'user', 'hanya', 'ingin', 'mendapatkan', 'uang', 'tanpa', 'bekerja', 'yaitu', 'dengan', 'menjual', 'data', 'retina', 'tapi', 'kenapa', 'sampai', 'rela', 'mejual', 'data', 'retina', 'sungguh', 'bodoh', 'data', 'retina', 'yang', 'kita', 'miliki', 'sangatlah', 'penting', 'di', 'masa', 'depan', 'untuk', 'menjaga', 'semua', 'data', 'profil', 'pribadi', 'kita', 'sendiri', 'untuk', 'itu', 'mari', 'kita', 'jaga', 'dari', 'sekarang']","['berbahaya', 'pihakworldid', 'uang', 'data', 'retina', 'user', 'patut', 'dicurigai', 'manfaatnya', 'worldid', 'user', 'uang', 'menjual', 'data', 'retina', 'rela', 'mejual', 'data', 'retina', 'sungguh', 'bodoh', 'data', 'retina', 'miliki', 'menjaga', 'data', 'profil', 'pribadi', 'mari', 'jaga']",bahaya pihakworldid uang data retina user patut curiga manfaat worldid user uang jual data retina rela mejual data retina sungguh bodoh data retina milik jaga data profil pribadi mari jaga
